canonical_id,column_excel,sheet,study,granularity,db_target,in_ecmo,in_acc,overlap_ecmo_acc,occurrence_count,all_db_targets,patient_scenarios,unified_collection
ecmo.elso_id,ELSO,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → ELSO,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ELSO || ECMO → ANAGRAFICA → NUMERO ELSO || ECMO → CANNULA → ELSO || ECMO → CARDIAC SURGERY PROCEDURES → ELSO || ECMO → CARDIAC → ELSO || ECMO → CATH DURING ECMO → ELSO || ECMO → COMPLICANZE → ELSO || ECMO → DIAGNOSI → ELSO || ECMO → ECLS CARE → ELSO || ECMO → ECPR 24HRS → ELSO || ECMO → ECPR ACC → ELSO || ECMO → ECPR INCANULAMENTO → ELSO || ECMO → ECPR_ANAMNESI → ELSO || ECMO → EQUIPMENT → ELSO || ECMO → INFEZIONI → ELSO || ECMO → OUTCOME → ELSO || ECMO → PRE-ECLS ASSESSMENT → ELSO || ECMO → PRE-ECLS SUPPORT → ELSO || ECMO → PROCEDURES → ELSO || ECMO → RUN → ELSO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
study.year,ANNO,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → ANNO,True,True,True,21,ACC → Anagrafica → ANNO || ECMO → 24HRS ECLS ASSESSMENT → ANNO || ECMO → ANAGRAFICA → ANNO || ECMO → CANNULA → ANNO || ECMO → CARDIAC SURGERY PROCEDURES → ANNO || ECMO → CARDIAC → ANNO || ECMO → CATH DURING ECMO → ANNO || ECMO → COMPLICANZE → ANNO || ECMO → DIAGNOSI → ANNO || ECMO → ECLS CARE → ANNO || ECMO → ECPR 24HRS → ANNO || ECMO → ECPR ACC → ANNO || ECMO → ECPR INCANULAMENTO → ANNO || ECMO → ECPR_ANAMNESI → ANNO || ECMO → EQUIPMENT → ANNO || ECMO → INFEZIONI → ANNO || ECMO → OUTCOME → ANNO || ECMO → PRE-ECLS ASSESSMENT → ANNO || ECMO → PRE-ECLS SUPPORT → ANNO || ECMO → PROCEDURES → ANNO || ECMO → RUN → ANNO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
ecmo.run_number,RUN,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → RUN,True,False,False,16,ECMO → 24HRS ECLS ASSESSMENT → RUN || ECMO → CANNULA → RUN || ECMO → CARDIAC SURGERY PROCEDURES → RUN || ECMO → CARDIAC → RUN || ECMO → CATH DURING ECMO → RUN || ECMO → COMPLICANZE → RUN || ECMO → DIAGNOSI → RUN || ECMO → ECLS CARE → RUN || ECMO → ECPR_ANAMNESI → RUN || ECMO → EQUIPMENT → RUN || ECMO → INFEZIONI → RUN || ECMO → OUTCOME → RUN || ECMO → PRE-ECLS ASSESSMENT → RUN || ECMO → PRE-ECLS SUPPORT → RUN || ECMO → PROCEDURES → RUN || ECMO → RUN → RUN,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.CIRCUIT_N,CIRCUIT N°,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → CIRCUIT N°,True,False,False,1,ECMO → EQUIPMENT → CIRCUIT N°,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.START_DATE,START DATE,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → START DATE,True,False,False,3,ECMO → ECLS CARE → START DATE || ECMO → EQUIPMENT → START DATE || ECMO → RUN → START DATE,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.START_TIME,START TIME,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → START TIME,True,False,False,2,ECMO → EQUIPMENT → START TIME || ECMO → RUN → START TIME,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.END_DATE,END DATE,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → END DATE,True,False,False,2,ECMO → EQUIPMENT → END DATE || ECMO → RUN → END DATE,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.END_TIME,END TIME,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → END TIME,True,False,False,2,ECMO → EQUIPMENT → END TIME || ECMO → RUN → END TIME,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.HEAT_EXCHANGER,HEAT EXCHANGER,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → HEAT EXCHANGER,True,False,False,1,ECMO → EQUIPMENT → HEAT EXCHANGER,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.MEMBRAN_LUNG,MEMBRAN LUNG,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → MEMBRAN LUNG,True,False,False,1,ECMO → EQUIPMENT → MEMBRAN LUNG,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.PUMP,PUMP,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → PUMP,True,False,False,1,ECMO → EQUIPMENT → PUMP,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.REASON_FOR_CHANGE,REASON FOR CHANGE,EQUIPMENT,ECMO,ecmo_run_repeatable,ECMO → EQUIPMENT → REASON FOR CHANGE,True,False,False,1,ECMO → EQUIPMENT → REASON FOR CHANGE,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
patient.sdo,SDO,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → SDO,True,True,True,30,ACC → 6 - 12H → SDO || ACC → Ammissione → SDO || ACC → Anagrafica → SDO || ACC → Anamnesi → SDO || ACC → DAY 1 → SDO || ACC → DAY 2 → SDO || ACC → DAY 3 → SDO || ACC → Outcome → SDO || ACC → PS → SDO || ACC → Pre-H → SDO || ECMO → 24HRS ECLS ASSESSMENT → SDO || ECMO → ANAGRAFICA → SDO || ECMO → CANNULA → SDO || ECMO → CARDIAC SURGERY PROCEDURES → SDO || ECMO → CARDIAC → SDO || ECMO → CATH DURING ECMO → SDO || ECMO → COMPLICANZE → SDO || ECMO → DIAGNOSI → SDO || ECMO → ECLS CARE → SDO || ECMO → ECPR 24HRS → SDO || ECMO → ECPR ACC → SDO || ECMO → ECPR INCANULAMENTO → SDO || ECMO → ECPR_ANAMNESI → SDO || ECMO → EQUIPMENT → SDO || ECMO → INFEZIONI → SDO || ECMO → OUTCOME → SDO || ECMO → PRE-ECLS ASSESSMENT → SDO || ECMO → PRE-ECLS SUPPORT → SDO || ECMO → PROCEDURES → SDO || ECMO → RUN → SDO,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
patient.cognome,COGNOME,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → COGNOME,True,True,True,30,ACC → 6 - 12H → COGNOME || ACC → Ammissione → COGNOME || ACC → Anagrafica → COGNOME || ACC → Anamnesi → COGNOME || ACC → DAY 1 → COGNOME || ACC → DAY 2 → COGNOME || ACC → DAY 3 → COGNOME || ACC → Outcome → COGNOME || ACC → PS → COGNOME || ACC → Pre-H → COGNOME || ECMO → 24HRS ECLS ASSESSMENT → COGNOME || ECMO → ANAGRAFICA → COGNOME || ECMO → CANNULA → COGNOME || ECMO → CARDIAC SURGERY PROCEDURES → COGNOME || ECMO → CARDIAC → COGNOME || ECMO → CATH DURING ECMO → COGNOME || ECMO → COMPLICANZE → COGNOME || ECMO → DIAGNOSI → COGNOME || ECMO → ECLS CARE → COGNOME || ECMO → ECPR 24HRS → COGNOME || ECMO → ECPR ACC → COGNOME || ECMO → ECPR INCANULAMENTO → COGNOME || ECMO → ECPR_ANAMNESI → COGNOME || ECMO → EQUIPMENT → COGNOME || ECMO → INFEZIONI → COGNOME || ECMO → OUTCOME → COGNOME || ECMO → PRE-ECLS ASSESSMENT → COGNOME || ECMO → PRE-ECLS SUPPORT → COGNOME || ECMO → PROCEDURES → COGNOME || ECMO → RUN → COGNOME,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
patient.nome,NOME,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → NOME,True,True,True,30,ACC → 6 - 12H → NOME || ACC → Ammissione → NOME || ACC → Anagrafica → NOME || ACC → Anamnesi → NOME || ACC → DAY 1 → NOME || ACC → DAY 2 → NOME || ACC → DAY 3 → NOME || ACC → Outcome → NOME || ACC → PS → NOME || ACC → Pre-H → NOME || ECMO → 24HRS ECLS ASSESSMENT → NOME || ECMO → ANAGRAFICA → NOME || ECMO → CANNULA → NOME || ECMO → CARDIAC SURGERY PROCEDURES → NOME || ECMO → CARDIAC → NOME || ECMO → CATH DURING ECMO → NOME || ECMO → COMPLICANZE → NOME || ECMO → DIAGNOSI → NOME || ECMO → ECLS CARE → NOME || ECMO → ECPR 24HRS → NOME || ECMO → ECPR ACC → NOME || ECMO → ECPR INCANULAMENTO → NOME || ECMO → ECPR_ANAMNESI → NOME || ECMO → EQUIPMENT → NOME || ECMO → INFEZIONI → NOME || ECMO → OUTCOME → NOME || ECMO → PRE-ECLS ASSESSMENT → NOME || ECMO → PRE-ECLS SUPPORT → NOME || ECMO → PROCEDURES → NOME || ECMO → RUN → NOME,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
ecmo.lens_id,ECMO LENS,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → ECMO LENS,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ECMO LENS || ECMO → ANAGRAFICA → ECMO LENS || ECMO → CANNULA → ECMO LENS || ECMO → CARDIAC SURGERY PROCEDURES → ECMO LENS || ECMO → CARDIAC → ECMO LENS || ECMO → CATH DURING ECMO → ECMO LENS || ECMO → COMPLICANZE → ECMO LENS || ECMO → DIAGNOSI → ECMO LENS || ECMO → ECLS CARE → ECMO LENS || ECMO → ECPR 24HRS → ECMO LENS || ECMO → ECPR ACC → ECMO LENS || ECMO → ECPR INCANULAMENTO → ECMO LENS || ECMO → ECPR_ANAMNESI → ECMO LENS || ECMO → EQUIPMENT → ECMO LENS || ECMO → INFEZIONI → ECMO LENS || ECMO → OUTCOME → ECMO LENS || ECMO → PRE-ECLS ASSESSMENT → ECMO LENS || ECMO → PRE-ECLS SUPPORT → ECMO LENS || ECMO → PROCEDURES → ECMO LENS || ECMO → RUN → ECMO LENS,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
ecmo.elso_id,ELSO,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → ELSO,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ELSO || ECMO → ANAGRAFICA → NUMERO ELSO || ECMO → CANNULA → ELSO || ECMO → CARDIAC SURGERY PROCEDURES → ELSO || ECMO → CARDIAC → ELSO || ECMO → CATH DURING ECMO → ELSO || ECMO → COMPLICANZE → ELSO || ECMO → DIAGNOSI → ELSO || ECMO → ECLS CARE → ELSO || ECMO → ECPR 24HRS → ELSO || ECMO → ECPR ACC → ELSO || ECMO → ECPR INCANULAMENTO → ELSO || ECMO → ECPR_ANAMNESI → ELSO || ECMO → EQUIPMENT → ELSO || ECMO → INFEZIONI → ELSO || ECMO → OUTCOME → ELSO || ECMO → PRE-ECLS ASSESSMENT → ELSO || ECMO → PRE-ECLS SUPPORT → ELSO || ECMO → PROCEDURES → ELSO || ECMO → RUN → ELSO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
study.year,ANNO,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → ANNO,True,True,True,21,ACC → Anagrafica → ANNO || ECMO → 24HRS ECLS ASSESSMENT → ANNO || ECMO → ANAGRAFICA → ANNO || ECMO → CANNULA → ANNO || ECMO → CARDIAC SURGERY PROCEDURES → ANNO || ECMO → CARDIAC → ANNO || ECMO → CATH DURING ECMO → ANNO || ECMO → COMPLICANZE → ANNO || ECMO → DIAGNOSI → ANNO || ECMO → ECLS CARE → ANNO || ECMO → ECPR 24HRS → ANNO || ECMO → ECPR ACC → ANNO || ECMO → ECPR INCANULAMENTO → ANNO || ECMO → ECPR_ANAMNESI → ANNO || ECMO → EQUIPMENT → ANNO || ECMO → INFEZIONI → ANNO || ECMO → OUTCOME → ANNO || ECMO → PRE-ECLS ASSESSMENT → ANNO || ECMO → PRE-ECLS SUPPORT → ANNO || ECMO → PROCEDURES → ANNO || ECMO → RUN → ANNO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
ecmo.run_number,RUN,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → RUN,True,False,False,16,ECMO → 24HRS ECLS ASSESSMENT → RUN || ECMO → CANNULA → RUN || ECMO → CARDIAC SURGERY PROCEDURES → RUN || ECMO → CARDIAC → RUN || ECMO → CATH DURING ECMO → RUN || ECMO → COMPLICANZE → RUN || ECMO → DIAGNOSI → RUN || ECMO → ECLS CARE → RUN || ECMO → ECPR_ANAMNESI → RUN || ECMO → EQUIPMENT → RUN || ECMO → INFEZIONI → RUN || ECMO → OUTCOME → RUN || ECMO → PRE-ECLS ASSESSMENT → RUN || ECMO → PRE-ECLS SUPPORT → RUN || ECMO → PROCEDURES → RUN || ECMO → RUN → RUN,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.DIAGNOSI_PRINCIPALE,DIAGNOSI PRINCIPALE,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → DIAGNOSI PRINCIPALE,True,False,False,1,ECMO → DIAGNOSI → DIAGNOSI PRINCIPALE,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.DIAGNOSI_2,DIAGNOSI 2,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → DIAGNOSI 2,True,False,False,1,ECMO → DIAGNOSI → DIAGNOSI 2,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.DIAGNOSI_3,DIAGNOSI 3,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → DIAGNOSI 3,True,False,False,1,ECMO → DIAGNOSI → DIAGNOSI 3,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.DIAGNOSI_4,DIAGNOSI 4,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → DIAGNOSI 4,True,False,False,1,ECMO → DIAGNOSI → DIAGNOSI 4,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.AIM,AIM,DIAGNOSI,ECMO,ecmo_run_once,ECMO → DIAGNOSI → AIM,True,False,False,4,ECMO → CANNULA → AIM || ECMO → CARDIAC → AIM || ECMO → CATH DURING ECMO → AIM || ECMO → DIAGNOSI → AIM,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
patient.sdo,SDO,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → SDO,True,True,True,30,ACC → 6 - 12H → SDO || ACC → Ammissione → SDO || ACC → Anagrafica → SDO || ACC → Anamnesi → SDO || ACC → DAY 1 → SDO || ACC → DAY 2 → SDO || ACC → DAY 3 → SDO || ACC → Outcome → SDO || ACC → PS → SDO || ACC → Pre-H → SDO || ECMO → 24HRS ECLS ASSESSMENT → SDO || ECMO → ANAGRAFICA → SDO || ECMO → CANNULA → SDO || ECMO → CARDIAC SURGERY PROCEDURES → SDO || ECMO → CARDIAC → SDO || ECMO → CATH DURING ECMO → SDO || ECMO → COMPLICANZE → SDO || ECMO → DIAGNOSI → SDO || ECMO → ECLS CARE → SDO || ECMO → ECPR 24HRS → SDO || ECMO → ECPR ACC → SDO || ECMO → ECPR INCANULAMENTO → SDO || ECMO → ECPR_ANAMNESI → SDO || ECMO → EQUIPMENT → SDO || ECMO → INFEZIONI → SDO || ECMO → OUTCOME → SDO || ECMO → PRE-ECLS ASSESSMENT → SDO || ECMO → PRE-ECLS SUPPORT → SDO || ECMO → PROCEDURES → SDO || ECMO → RUN → SDO,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
patient.cognome,COGNOME,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → COGNOME,True,True,True,30,ACC → 6 - 12H → COGNOME || ACC → Ammissione → COGNOME || ACC → Anagrafica → COGNOME || ACC → Anamnesi → COGNOME || ACC → DAY 1 → COGNOME || ACC → DAY 2 → COGNOME || ACC → DAY 3 → COGNOME || ACC → Outcome → COGNOME || ACC → PS → COGNOME || ACC → Pre-H → COGNOME || ECMO → 24HRS ECLS ASSESSMENT → COGNOME || ECMO → ANAGRAFICA → COGNOME || ECMO → CANNULA → COGNOME || ECMO → CARDIAC SURGERY PROCEDURES → COGNOME || ECMO → CARDIAC → COGNOME || ECMO → CATH DURING ECMO → COGNOME || ECMO → COMPLICANZE → COGNOME || ECMO → DIAGNOSI → COGNOME || ECMO → ECLS CARE → COGNOME || ECMO → ECPR 24HRS → COGNOME || ECMO → ECPR ACC → COGNOME || ECMO → ECPR INCANULAMENTO → COGNOME || ECMO → ECPR_ANAMNESI → COGNOME || ECMO → EQUIPMENT → COGNOME || ECMO → INFEZIONI → COGNOME || ECMO → OUTCOME → COGNOME || ECMO → PRE-ECLS ASSESSMENT → COGNOME || ECMO → PRE-ECLS SUPPORT → COGNOME || ECMO → PROCEDURES → COGNOME || ECMO → RUN → COGNOME,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
patient.nome,NOME,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → NOME,True,True,True,30,ACC → 6 - 12H → NOME || ACC → Ammissione → NOME || ACC → Anagrafica → NOME || ACC → Anamnesi → NOME || ACC → DAY 1 → NOME || ACC → DAY 2 → NOME || ACC → DAY 3 → NOME || ACC → Outcome → NOME || ACC → PS → NOME || ACC → Pre-H → NOME || ECMO → 24HRS ECLS ASSESSMENT → NOME || ECMO → ANAGRAFICA → NOME || ECMO → CANNULA → NOME || ECMO → CARDIAC SURGERY PROCEDURES → NOME || ECMO → CARDIAC → NOME || ECMO → CATH DURING ECMO → NOME || ECMO → COMPLICANZE → NOME || ECMO → DIAGNOSI → NOME || ECMO → ECLS CARE → NOME || ECMO → ECPR 24HRS → NOME || ECMO → ECPR ACC → NOME || ECMO → ECPR INCANULAMENTO → NOME || ECMO → ECPR_ANAMNESI → NOME || ECMO → EQUIPMENT → NOME || ECMO → INFEZIONI → NOME || ECMO → OUTCOME → NOME || ECMO → PRE-ECLS ASSESSMENT → NOME || ECMO → PRE-ECLS SUPPORT → NOME || ECMO → PROCEDURES → NOME || ECMO → RUN → NOME,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
ecmo.lens_id,ECMO LENS,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → ECMO LENS,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ECMO LENS || ECMO → ANAGRAFICA → ECMO LENS || ECMO → CANNULA → ECMO LENS || ECMO → CARDIAC SURGERY PROCEDURES → ECMO LENS || ECMO → CARDIAC → ECMO LENS || ECMO → CATH DURING ECMO → ECMO LENS || ECMO → COMPLICANZE → ECMO LENS || ECMO → DIAGNOSI → ECMO LENS || ECMO → ECLS CARE → ECMO LENS || ECMO → ECPR 24HRS → ECMO LENS || ECMO → ECPR ACC → ECMO LENS || ECMO → ECPR INCANULAMENTO → ECMO LENS || ECMO → ECPR_ANAMNESI → ECMO LENS || ECMO → EQUIPMENT → ECMO LENS || ECMO → INFEZIONI → ECMO LENS || ECMO → OUTCOME → ECMO LENS || ECMO → PRE-ECLS ASSESSMENT → ECMO LENS || ECMO → PRE-ECLS SUPPORT → ECMO LENS || ECMO → PROCEDURES → ECMO LENS || ECMO → RUN → ECMO LENS,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
ecmo.elso_id,ELSO,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → ELSO,True,False,False,20,ECMO → 24HRS ECLS ASSESSMENT → ELSO || ECMO → ANAGRAFICA → NUMERO ELSO || ECMO → CANNULA → ELSO || ECMO → CARDIAC SURGERY PROCEDURES → ELSO || ECMO → CARDIAC → ELSO || ECMO → CATH DURING ECMO → ELSO || ECMO → COMPLICANZE → ELSO || ECMO → DIAGNOSI → ELSO || ECMO → ECLS CARE → ELSO || ECMO → ECPR 24HRS → ELSO || ECMO → ECPR ACC → ELSO || ECMO → ECPR INCANULAMENTO → ELSO || ECMO → ECPR_ANAMNESI → ELSO || ECMO → EQUIPMENT → ELSO || ECMO → INFEZIONI → ELSO || ECMO → OUTCOME → ELSO || ECMO → PRE-ECLS ASSESSMENT → ELSO || ECMO → PRE-ECLS SUPPORT → ELSO || ECMO → PROCEDURES → ELSO || ECMO → RUN → ELSO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
study.year,ANNO,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → ANNO,True,True,True,21,ACC → Anagrafica → ANNO || ECMO → 24HRS ECLS ASSESSMENT → ANNO || ECMO → ANAGRAFICA → ANNO || ECMO → CANNULA → ANNO || ECMO → CARDIAC SURGERY PROCEDURES → ANNO || ECMO → CARDIAC → ANNO || ECMO → CATH DURING ECMO → ANNO || ECMO → COMPLICANZE → ANNO || ECMO → DIAGNOSI → ANNO || ECMO → ECLS CARE → ANNO || ECMO → ECPR 24HRS → ANNO || ECMO → ECPR ACC → ANNO || ECMO → ECPR INCANULAMENTO → ANNO || ECMO → ECPR_ANAMNESI → ANNO || ECMO → EQUIPMENT → ANNO || ECMO → INFEZIONI → ANNO || ECMO → OUTCOME → ANNO || ECMO → PRE-ECLS ASSESSMENT → ANNO || ECMO → PRE-ECLS SUPPORT → ANNO || ECMO → PROCEDURES → ANNO || ECMO → RUN → ANNO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
ecmo.run_number,RUN,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → RUN,True,False,False,16,ECMO → 24HRS ECLS ASSESSMENT → RUN || ECMO → CANNULA → RUN || ECMO → CARDIAC SURGERY PROCEDURES → RUN || ECMO → CARDIAC → RUN || ECMO → CATH DURING ECMO → RUN || ECMO → COMPLICANZE → RUN || ECMO → DIAGNOSI → RUN || ECMO → ECLS CARE → RUN || ECMO → ECPR_ANAMNESI → RUN || ECMO → EQUIPMENT → RUN || ECMO → INFEZIONI → RUN || ECMO → OUTCOME → RUN || ECMO → PRE-ECLS ASSESSMENT → RUN || ECMO → PRE-ECLS SUPPORT → RUN || ECMO → PROCEDURES → RUN || ECMO → RUN → RUN,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.AIM,AIM,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → AIM,True,False,False,4,ECMO → CANNULA → AIM || ECMO → CARDIAC → AIM || ECMO → CATH DURING ECMO → AIM || ECMO → DIAGNOSI → AIM,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.VASO,VASO,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → VASO,True,False,False,2,ECMO → CANNULA → VASO || ECMO → TENDINE SLIM → VASO,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
vent.rr,FR,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → FR,True,True,True,8,ACC → 6 - 12H → FR || ACC → Ammissione → FR || ACC → DAY 1 → FR || ACC → DAY 2 → FR || ACC → DAY 3 → FR || ECMO → 24HRS ECLS ASSESSMENT → RR || ECMO → CANNULA → FR || ECMO → PRE-ECLS ASSESSMENT → RR,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,UNIFICARE (1 inserimento)
unique.MANUFACTURER,MANUFACTURER,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → MANUFACTURER,True,False,False,1,ECMO → CANNULA → MANUFACTURER,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.CANNULA,CANNULA,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → CANNULA,True,False,False,1,ECMO → CANNULA → CANNULA,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.PERCUTANEOUS,PERCUTANEOUS,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → PERCUTANEOUS,True,False,False,1,ECMO → CANNULA → PERCUTANEOUS,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
unique.PRE_EXISTING,PRE-EXISTING,CANNULA,ECMO,ecmo_run_repeatable,ECMO → CANNULA → PRE-EXISTING,True,False,False,1,ECMO → CANNULA → PRE-EXISTING,Per ogni RUN ECMO attivo; shock post-ACC = nuovo run,PER STUDIO/FOGLIO
patient.sdo,SDO,PROCEDURES,ECMO,ecmo_run_repeatable,ECMO → PROCEDURES → SDO,True,True,True,30,ACC → 6 - 12H → SDO || ACC → Ammissione → SDO || ACC → Anagrafica → SDO || ACC → Anamnesi → SDO || ACC → DAY 1 → SDO || ACC → DAY 2 → SDO || ACC → DAY 3 → SDO || ACC → Outcome → SDO || ACC → PS → SDO || ACC → Pre-H → SDO || ECMO → 24HRS ECLS ASSESSMENT → SDO || ECMO → ANAGRAFICA → SDO || ECMO → CANNULA → SDO || ECMO → CARDIAC SURGERY PROCEDURES → SDO || ECMO → CARDIAC → SDO || ECMO → CATH DURING ECMO → SDO || ECMO → COMPLICANZE → SDO || ECMO → DIAGNOSI → SDO || ECMO → ECLS CARE → SDO || ECMO → ECPR 24HRS → SDO || ECMO → ECPR ACC → SDO || ECMO → ECPR INCANULAMENTO → SDO || ECMO → ECPR_ANAMNESI → SDO || ECMO → EQUIPMENT → SDO || ECMO → INFEZIONI → SDO || ECMO → OUTCOME → SDO || ECMO → PRE-ECLS ASSESSMENT → SDO || ECMO → PRE-ECLS SUPPORT → SDO || ECMO → PROCEDURES → SDO || ECMO → RUN → SDO,Tutti: solo ACC | solo ECMO | entrambi,UNIFICARE (1 inserimento)
